"software_id";"software_name";"associated_software";"software_description"
"S0545";"TERRACOTTA";"";"TERRACOTTAis an ad fraud botnet that has been capable of generating over 2 billion fraudulent requests per week."
"S0146";"TEXTMATE";"DNSMessenger";"TEXTMATEis a second-stage PowerShell backdoor that is memory-resident. It was observed being used along withPOWERSOURCEin February 2017."
"S0595";"ThiefQuest";"MacRansom.K, EvilQuest";"ThiefQuestis a virus, data stealer, and wiper that presents itself as ransomware targeting macOS systems.ThiefQuestwas first seen in 2020 distributed via trojanized pirated versions of popular macOS software on Russian forums sharing torrent links. Even thoughThiefQuestpresents itself as ransomware, since the dynamically generated encryption key is never sent to the attacker it may be more appropriately thought of as a form of wiper malware."
"S0665";"ThreatNeedle";"";"ThreatNeedleis a backdoor that has been used byLazarus Groupsince at least 2019 to target cryptocurrency, defense, and mobile gaming organizations.  It is considered to be an advanced cluster ofLazarus Group's Manuscrypt (a.k.a. NukeSped) malware family."
"S1056";"TianySpy";"";"TianySpyis a mobile malware primarily spread by SMS phishing between September 30 and October 12, 2021.TianySpyis believed to have targeted credentials associated with membership websites of major Japanese telecommunication services."
"S0558";"Tiktok Pro";"";"Tiktok Prois spyware that has been masquerading as the TikTok application."
"S0668";"TinyTurla";"";"TinyTurlais a backdoor that has been used byTurlaagainst targets in the US, Germany, and Afghanistan since at least 2020."
"S0131";"TINYTYPHON";"";"TINYTYPHONis a backdoor  that has been used by the actors responsible for the MONSOON campaign. The majority of its code was reportedly taken from the MyDoom worm."
"S0004";"TinyZBot";"";"TinyZBotis a bot written in C# that was developed byCleaver."
"S0671";"Tomiris";"";"Tomirisis a backdoor written in Go that continuously queries its C2 server for executables to download and execute on a victim system. It was first reported in September 2021 during an investigation of a successful DNS hijacking campaign against a Commonwealth of Independent States (CIS) member. Security researchers assess there are similarities betweenTomirisandGoldMax."
"S0183";"Tor";"";"Toris a software suite and network that provides increased anonymity on the Internet. It creates a multi-hop proxy network and utilizes multilayer encryption to protect both the message and routing information.Torutilizes ""Onion Routing,"" in which messages are encrypted with multiple layers of encryption; at each step in the proxy network, the topmost layer is decrypted and the contents forwarded on to the next node until it reaches its destination."
"S0678";"Torisma";"";"Torismais a second stage implant designed for specialized monitoring that has been used byLazarus Group.Torismawas discovered during an investigation into the 2020 Operation North Star campaign that targeted the defense sector."
"S0682";"TrailBlazer";"";"TrailBlazeris a modular malware that has been used byAPT29since at least 2019."
"S0424";"Triada";"";"Triadawas first reported in 2016 as a second stage malware. Later versions in 2019 appeared with new techniques and as an initial downloader of other Trojan apps."
"S0266";"TrickBot";"Totbrick, TSPY_TRICKLOAD";"TrickBotis a Trojan spyware program written in C++ that first emerged in September 2016 as a possible successor toDyre.TrickBotwas developed and initially used byWizard Spiderfor targeting banking sites in North America, Australia, and throughout Europe; it has since been used against all sectors worldwide as part of ""big game hunting"" ransomware campaigns."
"S0427";"TrickMo";"";"TrickMoa 2FA bypass mobile banking trojan, most likely being distributed byTrickBot.TrickMohas been primarily targeting users located in Germany.TrickMois designed to steal transaction authorization numbers (TANs), which are typically used as one-time passwords."
"S1009";"Triton";"TRISIS, HatMan";"Tritonis an attack framework built to interact with Triconex Safety Instrumented System (SIS) controllers."
"S0307";"Trojan-SMS.AndroidOS.Agent.ao";"";"Trojan-SMS.AndroidOS.Agent.aois Android malware."
"S0306";"Trojan-SMS.AndroidOS.FakeInst.a";"";"Trojan-SMS.AndroidOS.FakeInst.ais Android malware."
"S0308";"Trojan-SMS.AndroidOS.OpFake.a";"";"Trojan-SMS.AndroidOS.OpFake.ais Android malware."
"S0094";"Trojan.Karagany";"xFrost, Karagany";"Trojan.Karaganyis a modular remote access tool used for recon and linked toDragonfly. The source code forTrojan.Karaganyoriginated from Dream Loader malware which was leaked in 2010 and sold on underground forums."
"S0001";"Trojan.Mebromi";"";"Trojan.Mebromiis BIOS-level malware that takes control of the victim before MBR."
"S0178";"Truvasys";"";"Truvasysis first-stage malware that has been used byPROMETHIUM. It is a collection of modules written in the Delphi programming language."
"S0436";"TSCookie";"";"TSCookieis a remote access tool (RAT) that has been used byBlackTechin campaigns against Japanese targets..TSCookiehas been referred to asPLEADthough more recent reporting indicates a separation between the two."
"S0647";"Turian";"";"Turianis a backdoor that has been used byBackdoorDiplomacyto target Ministries of Foreign Affairs, telecommunication companies, and charities in Africa, Europe, the Middle East, and Asia. First reported in 2021,Turianis likely related to Quarian, an older backdoor that was last observed being used in 2013 against diplomatic targets in Syria and the United States."
"S0199";"TURNEDUP";"";"TURNEDUPis a non-public backdoor. It has been dropped byAPT33'sStoneDrillmalware."
"S0302";"Twitoor";"";"Twitooris a dropper application capable of receiving commands from social media."
"S0263";"TYPEFRAME";"";"TYPEFRAMEis a remote access tool that has been used byLazarus Group."
"S0116";"UACMe";"";"UACMeis an open source assessment tool that contains many methods for bypassing Windows User Account Control on multiple versions of the operating system."
"S0333";"UBoatRAT";"";"UBoatRATis a remote access tool that was identified in May 2017."
"S0221";"Umbreon";"";"A Linux rootkit that provides backdoor access and hides from defenders."
"S0130";"Unknown Logger";"";"Unknown Loggeris a publicly released, free backdoor. Version 1.5 of the backdoor has been used by the actors responsible for the MONSOON campaign."
"S0275";"UPPERCUT";"ANEL";"UPPERCUTis a backdoor that has been used bymenuPass."
"S0022";"Uroburos";"Snake";"Uroburosis a sophisticated cyber espionage tool written in C that has been used by units within Russia's Federal Security Service (FSB) associated with theTurlatoolset to collect intelligence on sensitive targets worldwide.Uroburoshas several variants and has undergone nearly constant upgrade since its initial development in 2003 to keep it viable after public disclosures.Uroburosis typically deployed to external-facing nodes on a targeted network and has the ability to leverage additional tools and TTPs to further exploit an internal network.Uroburoshas interoperable implants for Windows, Linux, and macOS, employs a high level of stealth in communications and architecture, and can easily incorporate new or replacement components."
"S0386";"Ursnif";"Gozi-ISFB, PE_URSNIF, Dreambot";"Ursnifis a banking trojan and variant of the Gozi malware observed being spread through various automated exploit kits,Spearphishing Attachments, and malicious links.Ursnifis associated primarily with data theft, but variants also include components (backdoors, spyware, file injectors, etc.) capable of a wide variety of behaviors."
"S0452";"USBferry";"";"USBferryis an information stealing malware and has been used byTropic Trooperin targeted attacks against Taiwanese and Philippine air-gapped military environments.USBferryshares an overlapping codebase withYAHOYAH, though it has several features which makes it a distinct piece of malware."
"S0136";"USBStealer";"USB Stealer, Win32/USBStealer";"USBStealeris malware that has been used byAPT28since at least 2005 to extract information from air-gapped networks. It does not have the capability to communicate over the Internet and has been used in conjunction withADVSTORESHELL."
"S0476";"Valak";"";"Valakis a multi-stage modular malware that can function as a standalone information stealer or downloader, first observed in 2019 targeting enterprises in the US and Germany."
"S0636";"VaporRage";"";"VaporRageis a shellcode downloader that has been used byAPT29since at least 2021."
"S0207";"Vasport";"";"Vasportis a trojan used byElderwoodto open a backdoor on compromised hosts."
"S0442";"VBShower";"";"VBShoweris a backdoor that has been used byInceptionsince at least 2019.VBShowerhas been used as a downloader for second stage payloads, includingPowerShower."
"S0257";"VERMIN";"";"VERMINis a remote access tool written in the Microsoft .NET framework. It is mostly composed of original code, but also has some open source code."
"S0418";"ViceLeaker";"Triout";"ViceLeakeris a spyware framework, capable of extensive surveillance and data exfiltration operations, primarily targeting devices belonging to Israeli citizens."
"S0506";"ViperRAT";"";"ViperRATis sophisticated surveillanceware that has been in operation since at least 2015 and was used to target the Israeli Defense Force."
"S0180";"Volgmer";"";"Volgmeris a backdoor Trojan designed to provide covert access to a compromised system. It has been used since at least 2013 to target the government, financial, automotive, and media industries. Its primary delivery mechanism is suspected to be spearphishing."
"S1010";"VPNFilter";"";"VPNFilteris a multi-stage, modular platform with versatile capabilities to support both intelligence-collection and destructive cyber attack operations.VPNFiltermodules such as its packet sniffer ('ps') can collect traffic that passes through an infected device, allowing the theft of website credentials and monitoring of Modbus SCADA protocols."
"S0366";"WannaCry";"WanaCry, WanaCrypt, WanaCrypt0r, WCry";"WannaCryis ransomware that was first seen in a global attack during May 2017, which affected more than 150 countries. It contains worm-like features to spread itself across a computer network using the SMBv1 exploit EternalBlue."
"S1116";"WARPWIRE";"";"WARPWIREis a Javascript credential stealer that targets plaintext passwords and usernames for exfiltration that was used duringCutting Edgeto target Ivanti Connect Secure VPNs."
"S0670";"WarzoneRAT";"Warzone, Ave Maria";"WarzoneRATis a malware-as-a-service remote access tool (RAT) written in C++ that has been publicly available for purchase since at least late 2018."
"S0612";"WastedLocker";"";"WastedLockeris a ransomware family attributed toIndrik Spiderthat has been used since at least May 2020.WastedLockerhas been used against a broad variety of sectors, including manufacturing, information technology, and media."
"S0579";"Waterbear";"";"Waterbearis modular malware attributed toBlackTechthat has been used primarily for lateral movement, decrypting, and triggering payloads and is capable of hiding network behaviors."
"S0109";"WEBC2";"";"WEBC2is a family of backdoor malware used byAPT1as early as July 2006.WEBC2backdoors are designed to retrieve a webpage, with commands hidden in HTML comments or special tags, from a predetermined C2 server."
"S0515";"WellMail";"";"WellMailis a lightweight malware written in Golang used byAPT29, similar in design and structure toWellMess."
"S0514";"WellMess";"";"WellMessis lightweight malware family with variants written in .NET and Golang that has been in use since at least 2018 byAPT29."
"S0645";"Wevtutil";"";"Wevtutilis a Windows command-line utility that enables administrators to retrieve information about event logs and publishers."
"S0689";"WhisperGate";"";"WhisperGateis a multi-stage wiper designed to look like ransomware that has been used against multiple government, non-profit, and information technology organizations in Ukraine since at least January 2022."
"S0206";"Wiarp";"";"Wiarpis a trojan used byElderwoodto open a backdoor on compromised hosts."
"S0005";"Windows Credential Editor";"WCE";"Windows Credential Editoris a password dumping tool."
"S0155";"WINDSHIELD";"";"WINDSHIELDis a signature backdoor used byAPT32."
"S0466";"WindTail";"";"WindTailis a macOS surveillance implant used byWindshift.WindTailshares code similarities with Hack Back aka KitM OSX."
"S0219";"WINERACK";"";"WINERACKis a backdoor used byAPT37."
"S0191";"Winexe";"";"Winexeis a lightweight, open source tool similar toPsExecdesigned to allow system administrators to execute commands on remote servers.Winexeis unique in that it is a GNU/Linux based client."
"S0176";"Wingbird";"";"Wingbirdis a backdoor that appears to be a version of commercial softwareFinFisher. It is reportedly used to attack individual computers instead of networks. It was used byNEODYMIUMin a May 2016 campaign."
"S0059";"WinMM";"";"WinMMis a full-featured, simple backdoor used byNaikon."
"S0430";"Winnti for Linux";"";"Winnti for Linuxis a trojan, seen since at least 2015, designed specifically for targeting Linux systems. Reporting indicates the winnti malware family is shared across a number of actors includingWinnti Group. The Windows variant is tracked separately underWinnti for Windows."
"S0141";"Winnti for Windows";"";"Winnti for Windowsis a modular remote access Trojan (RAT) that has been used likely by multiple groups to carry out intrusions in various regions since at least 2010, including by one group referred to as the same name,Winnti Group.. The Linux variant is tracked separately underWinnti for Linux."
"S0041";"Wiper";"";"Wiperis a family of destructive malware used in March 2013 during breaches of South Korean banks and media companies."
"S1115";"WIREFIRE";"GIFTEDVISITOR";"WIREFIREis a web shell written in Python that exists as trojanized logic to the visits.py component of Ivanti Connect Secure VPN appliances.WIREFIREwas used duringCutting Edgefor downloading files and command execution."
"S0312";"WireLurker";"";"WireLurkeris a family of macOS malware that targets iOS devices connected over USB."
"S0489";"WolfRAT";"";"WolfRATis malware based on a leaked version ofDendroidthat has primarily targeted Thai users.WolfRAThas most likely been operated by the now defunct organization Wolf Research."
"S1065";"Woody RAT";"";"Woody RATis a remote access trojan (RAT) that has been used since at least August 2021 against Russian organizations."
"S0314";"X-Agent for Android";"";"X-Agent for Androidis Android malware that was placed in a repackaged version of a Ukrainian artillery targeting application. The malware reportedly retrieved general location data on where the victim device was used, and therefore could likely indicate the potential location of Ukrainian artillery.  Is it tracked separately from theCHOPSTICK."
"S0161";"XAgentOSX";"OSX.Sofacy";"XAgentOSXis a trojan that has been used byAPT28on OS X and appears to be a port of their standardCHOPSTICKor XAgent trojan."
"S0341";"Xbash";"";"Xbashis a malware family that has targeted Linux and Microsoft Windows servers. The malware has been tied to the Iron Group, a threat actor group known for previous ransomware attacks.Xbashwas developed in Python and then converted into a self-contained Linux ELF executable by using PyInstaller."
"S0298";"Xbot";"";"Xbotis an Android malware family that was observed in 2016 primarily targeting Android users in Russia and Australia."
"S0653";"xCaon";"";"xCaonis an HTTP variant of theBoxCaonmalware family that has used byIndigoZebrasince at least 2014.xCaonhas been used to target political entities in Central Asia, including Kyrgyzstan and Uzbekistan."
"S0123";"xCmd";"";"xCmdis an open source tool that is similar toPsExecand allows the user to execute applications on remote systems."
"S0297";"XcodeGhost";"";"XcodeGhostis iOS malware that infected at least 39 iOS apps in 2015 and potentially affected millions of users."
"S0658";"XCSSET";"OSX.DubRobber";"XCSSETis a macOS modular backdoor that targets Xcode application developers.XCSSETwas first observed in August 2020 and has been used to install a backdoor component, modify browser applications, conduct collection, and provide ransomware-like encryption capabilities."
"S0318";"XLoader for Android";"";"XLoader for Androidis a malicious Android app first observed targeting Japan, Korea, China, Taiwan, and Hong Kong in 2018. It has more recently been observed targeting South Korean users as a pornography application. It is tracked separately from theXLoader for iOS."
"S0490";"XLoader for iOS";"";"XLoader for iOSis a malicious iOS application that is capable of gathering system information. It is tracked separately from theXLoader for Android."
"S0117";"XTunnel";"Trojan.Shunnael, X-Tunnel, XAPS";"XTunnela VPN-like network proxy tool that can relay traffic between a C2 server and a victim. It was first seen in May 2013 and reportedly used byAPT28during the compromise of the Democratic National Committee."
"S0388";"YAHOYAH";"";"YAHOYAHis a Trojan used byTropic Trooperas a second-stage backdoor."
"S0311";"YiSpecter";"";"YiSpecteris a family of iOS and Android malware, first detected in November 2014, targeting users in mainland China and Taiwan.YiSpecterabuses private APIs in iOS to infect both jailbroken and non-jailbroken devices."
"S0248";"yty";"";"ytyis a modular, plugin-based malware framework. The components of the framework are written in a variety of programming languages."
"S0251";"Zebrocy";"Zekapab";"Zebrocyis a Trojan that has been used byAPT28since at least November 2015. The malware comes in several programming language variants, including C++, Delphi, AutoIt, C#, VB.NET, and Golang."
"S0494";"Zen";"";"Zenis Android malware that was first seen in 2013."
"S0287";"ZergHelper";"";"ZergHelperis iOS riskware that was unique due to its apparent evasion of Apple's App Store review process. No malicious functionality was identified in the app, but it presents security risks."
"S0027";"Zeroaccess";"";"Zeroaccessis a kernel-modeRootkitthat attempts to add victims to the ZeroAccess botnet, often for monetary gain."
"S0230";"ZeroT";"";"ZeroTis a Trojan used byTA459, often in conjunction withPlugX."
"S0330";"Zeus Panda";"";"Zeus Pandais a Trojan designed to steal banking information and other sensitive credentials for exfiltration.Zeus Panda’s original source code was leaked in 2011, allowing threat actors to use its source code as a basis for new malware variants. It is mainly used to target Windows operating systems ranging from Windows XP through Windows 10."
"S1114";"ZIPLINE";"";"ZIPLINEis a passive backdoor that was used duringCutting Edgeon compromised Secure Connect VPNs for reverse shell and proxy functionality."
"S0086";"ZLib";"";"ZLibis a full-featured backdoor that was used as a second-stage implant duringOperation Dust Stormsince at least 2014.ZLibis malware and should not be confused with the legitimate compression library from which its name is derived."
"S0672";"Zox";"Gresim, ZoxRPC, ZoxPNG";"Zoxis a remote access tool that has been used byAxiomsince at least 2008."
"S0350";"zwShell";"";"zwShellis a remote access tool (RAT) written in Delphi that has been seen in the wild since the spring of 2010 and used by threat actors duringNight Dragon."
"S0412";"ZxShell";"Sensocode";"ZxShellis a remote administration tool and backdoor that can be downloaded from the Internet, particularly from Chinese hacker websites. It has been used since at least 2004."
"S1013";"ZxxZ";"";"ZxxZis a trojan written in Visual C++ that has been used byBITTERsince at least August 2021, including against Bangladeshi government personnel."
