"mitigation_code";"tech_code";"mitigation_implementing"
"M1040";"T1574";"Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions)."
"M1040";"T1574013";"Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions)."
"M1040";"T1559";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent DDE attacks and spawning of child processes from Office programs. "
"M1040";"T1559002";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent DDE attacks and spawning of child processes from Office programs. "
"M1040";"T1036";"Implement security controls on the endpoint, such as a Host Intrusion Prevention System (HIPS), to identify and prevent execution of potentially malicious files (such as those with mismatching file signatures)."
"M1040";"T1036008";"Implement security controls on the endpoint, such as a Host Intrusion Prevention System (HIPS), to identify and prevent execution of files with mismatching file signatures."
"M1040";"T1106";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office VBA macros from calling Win32 APIs. "
"M1040";"T1027";"On Windows 10+, enable Attack Surface Reduction (ASR) rules to prevent execution of potentially obfuscated payloads. "
"M1040";"T1027009";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent execution of potentially obfuscated scripts. "
"M1040";"T1027010";"On Windows 10+, enable Attack Surface Reduction (ASR) rules to block execution of potentially obfuscated scripts"
"M1040";"T1027012";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent execution of potentially obfuscated scripts or payloads. "
"M1040";"T1027013";"On Windows 10+, enable Attack Surface Reduction (ASR) rules to block execution of potentially obfuscated scripts. Security tools should be configured to analyze the encoding properties of files and detect anomalies that deviate from standard encoding practices."
"M1040";"T1137";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. "
"M1040";"T1137001";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. "
"M1040";"T1137002";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. "
"M1040";"T1137003";"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. "
